	variant	WordOrtho	WordPhono	WordDuration	leftOrtho	Interfix	rightOrtho	leftPhonoCELEX	IfixPhonoCELEX	rightPhonoCELEX	leftPhono	IfixPhono	rightPhono	LeftDuration	RightDuration	IfixDuration	SpeechRate	SubtlexAbsFreq	SameLeftAndIfixFQ	SameLeftFQ	SameLeftDiffIfixFQ	RelFreq	SameLeftAndIfix	SameLeft	SameLeftDiffIfix	IfixNum	ParaProbType	RightPositionalEntropy	TypeSegmentalInfo
0	Netherlandic	apekool	ap@kol	0.597999999999999	aap	e	kool	ap	@	kol	ap	@	kol	0.1929999999999978	0.3539999999999992	0.0510000000000019	21.78090967328636	13.0	52.0	61.0	9.0	1.0	9.0	11.0	2.0	2.0	0.8181818181818182	-0.0	2.0874628412503395
1	Netherlandic	vrouwenstem	vrA+w@stEm	0.8629999999999995	vrouw	en	stem	vrMw	@	stEm	vrA+w	@	stEm	0.3700000000000045	0.4209999999999922	0.0720000000000027	26.535253980288186	12.0	309.0	311.0	2.0	0.4285714285714285	63.0	64.0	1.0	2.0	0.984375	1.2958363892911635	0.22112745409987028
2	Netherlandic	levenslustige	lev@slYst@G@	0.7639999999999958	leven	s	lustige	lev@	s	l}st@G@	lev@	s	lYst@G@	0.2549999999999954	0.4179999999999921	0.0910000000000081	39.98644527278898	4.0	2639.0	2639.0	0.0	0.1290322580645161	119.0	119.0	0.0	1.0	1.0	0.7538275145266043	0.7332852476782576
3	Netherlandic	zonnegod	zOn@GOt	0.5090000000000003	zon	e	god	zOn	@	GOt	zOn	@	GOt	0.2039999999999935	0.2340000000000088	0.0709999999999979	25.787359966180546	21.0	913.0	2052.0	1139.0	1.0	53.0	60.0	7.0	2.0	0.8833333333333333	-0.0	1.2089468902714964
4	Netherlandic	zonnekind	zOn@kInt	0.5579999999999927	zon	e	kind	zOn	@	kInt	zOn	@	kInt	0.193000000000012	0.304000000000002	0.0609999999999786	24.26837972876548												1.2089468902714964
5	Netherlandic	bijenwas	bE+j@wAs	0.615000000000002	bij	en	was	bK	j	@wAs	bE+j	@	wAs	0.2719999999999984	0.2920000000000016	0.0510000000000019	24.056353003721423	5.0	78.0	78.0	0.0	1.0	11.0	11.0	0.0	1.0	1.0	-0.0	4.4125698468052095
6	Netherlandic	zonnerad	zOn@rAt	0.5150000000000148	zon	e	rad	zOn	@	rAt	zOn	@	rAt	0.211999999999989	0.2530000000000143	0.0500000000000113	23.754678951914777												1.2089468902714964
7	Netherlandic	goudsbloemen	xA+tzblum@	0.693000000000012	goud	s	bloem	xMt	z	blum@	xA+t	z	blum@	0.3089999999999975	0.3240000000000123	0.0600000000000022	35.64310001172472	9.0	12.0	12.0	0.0	0.75	2.0	2.0	0.0	1.0	1.0	0.8112781244591328	5.599912842187128
8	Netherlandic	goudsbloemen	xA+tzblum@	0.6329999999999814	goud	s	bloem	xMt	z	blum@	xA+t	z	blum@	0.2520000000000095	0.31899999999996	0.0620000000000118	21.75500073003361	9.0	12.0	12.0	0.0	0.75	2.0	2.0	0.0	1.0	1.0	0.8112781244591328	5.599912842187128
9	Netherlandic	bloemenslingers	blum@slIN@rs	0.7579999999999814	bloem	en	slinger	blum	@	slIN@rs	blum	@	slIN@rs	0.2019999999999981	0.5060000000000286	0.0499999999999545	29.493870615366028	1.0	101.0	101.0	0.0	1.0	21.0	21.0	0.0	1.0	1.0	-0.0	1.6161571223247502
10	Netherlandic	bruidspaar	brY+tspar	0.6370000000000005	bruid	s	paar	brLt	s	par	brY+t	s	par	0.3029999999999972	0.2629999999999768	0.0710000000000263	24.370860927152464	41.0	425.0	425.0	0.0	0.9761904761904762	19.0	19.0	0.0	1.0	1.0	0.1623261801753929	0.10691520391651191
11	Netherlandic	levenskansen	lev@skAns@	0.9350000000000024	leven	s	kans	lev@	s	kAns@	lev@	s	kAns@	0.3859999999999957	0.4470000000000027	0.1020000000000038	25.878800948889367												0.7332852476782576
12	Netherlandic	gastenboek	xAst@buk	0.7469999999999999	gast	en	boek	xAst	@	buk	xAst	@	buk	0.3790000000000013	0.3069999999999986	0.0609999999999999	18.195896244676725	18.0	77.0	77.0	0.0	0.0849056603773584	7.0	7.0	0.0	1.0	1.0	1.475678789988517	2.920565532505595
13	Netherlandic	gastenboek	xAst@buk	0.5479999999999947	gast	en	boek	xAst	@	buk	xAst	@	buk	0.2530000000000001	0.2339999999999946	0.0609999999999999	16.884113584036875	18.0	77.0	77.0	0.0	0.0849056603773584	7.0	7.0	0.0	1.0	1.0	1.475678789988517	2.920565532505595
14	Netherlandic	pannendak	pAn@dAk	0.5740000000000123	pan	en	dak	pAn	@	dAk	pAn	@	dAk	0.2009999999999934	0.3120000000000118	0.061000000000007	20.28474234597452												2.630050390249694
15	Netherlandic	vissersboten	vIs@rzbot@	0.578000000000003	visser	s	boot	vIs@r	z	bot@	vIs@r	z	bot@	0.2529999999999859	0.2940000000000111	0.0310000000000059	23.708386841845257	13.0	88.0	88.0	0.0	0.0706521739130434	9.0	9.0	0.0	1.0	1.0	2.167430512715812	3.321928094887362
16	Netherlandic	duinenrij	dY+n@rE+	0.6789999999999736	duin	en	rij	dLn	@	rK	dY+n	@	rE+	0.3349999999999795	0.2629999999999768	0.0810000000000172	23.77432865237745												3.0356239097307216
17	Netherlandic	levenstekens	lev@stek@ns	0.88900000000001	leven	s	teken	lev@	s	tek@ns	lev@	s	tek@ns	0.3530000000000086	0.4350000000000023	0.100999999999999	23.628048780487795	42.0	2639.0	2639.0	0.0	0.4421052631578947	119.0	119.0	0.0	1.0	1.0	2.6065247475518354	0.7332852476782576
18	Netherlandic	dierenpark	dir@pArk	0.7900000000000205	dier	en	park	dir	@	pArk	dir	@	pArk	0.2830000000000154	0.4460000000000264	0.0609999999999786	21.9379557533062	5.0	976.0	976.0	0.0	1.0	36.0	36.0	0.0	1.0	1.0	-0.0	1.3143149107774874
19	Netherlandic	hartelust	hArt@lYst	0.657	hart	e	lust	hArt	@	l}st	hArt	@	lYst	0.314	0.293000000000001	0.0499999999999989	17.939814814814813	11.0	20.0	194.0	174.0	1.0	5.0	14.0	9.0	3.0	0.3571428571428571	-0.0	2.539421716810971
20	Netherlandic	boerenkinderen	bur@kInd@r@	0.9490000000000124	boer	en	kind	bur	@	kInd@r@	bur	@	kInd@r@	0.3130000000000024	0.5450000000000017	0.0910000000000081	20.60883620689653	2.0	385.0	385.0	0.0	0.0666666666666666	56.0	56.0	0.0	1.0	1.0	2.9214398352972784	0.4519886354517353
21	Netherlandic	trappenhuis	trAp@hY+s	0.7419999999999618	trap	en	huis	trAp	@	hLs	trAp	@	hY+s	0.2949999999999591	0.3859999999999672	0.0610000000000354	25.80879680116317	81.0	87.0	87.0	0.0	0.012855102364704	2.0	2.0	0.0	1.0	1.0	1.559544612019533	2.0406419844973462
22	Netherlandic	kersenpluk	kErs@plYk	0.695999999999998	kers	en	pluk	kErs	@	pl}k	kErs	@	plYk	0.3129999999999882	0.3329999999999984	0.0500000000000113	21.418234442836567												2.268488835925902
23	Netherlandic	bloedsomloop	blutsOmlop	0.6120000000000019	bloed	s	omloop	blut	s	Omlop	blut	s	Omlop	0.2040000000000006	0.3569999999999993	0.0510000000000019	28.11016144349477	62.0	62.0	62.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	-0.0	1.4088055455673292
24	Netherlandic	toetsenbord	tuts@bOrt	0.5970000000000084	toets	en	bord	tuts	@	bOrt	tuts	@	bOrt	0.2330000000000041	0.2940000000000111	0.0699999999999931	15.529141104294457	48.0	51.0	51.0	0.0	0.8135593220338984	2.0	2.0	0.0	1.0	1.0	1.122760209755418	2.1699250014423126
25	Netherlandic	toegangsdeur	tuGANzdE+r	0.6260000000000332	toegang	s	deur	tuGAN	z	d|r	tuGAN	z	dE+r	0.3430000000000177	0.2019999999999981	0.0810000000000172	32.61281759575239	2.0	88.0	88.0	0.0	0.2857142857142857	12.0	12.0	0.0	1.0	1.0	1.5566567074628228	2.5443205162238107
26	Netherlandic	godsdiensten	xOdzdinst@	0.7879999999999967	God	s	dienst	xOd	z	dinst@	xOd	z	dinst@	0.2530000000000001	0.4649999999999963	0.0700000000000002	18.95525677760635	10.0	2879.0	2879.0	0.0	0.017391304347826	16.0	16.0	0.0	1.0	1.0	3.1512817715415244	0.6458914993634878
27	Netherlandic	verzekeringsmaatschappij	v@rzek@rINsmatsxApE+	1.2419999999999902	verzekering	s	maatschappij	v@rzek@rIN	s	matsxApK	v@rzek@rIN	s	matsxApE+	0.5449999999999875	0.6159999999999997	0.081000000000003	37.34610123119014	60.0	184.0	184.0	0.0	0.5660377358490566	13.0	13.0	0.0	1.0	1.0	2.0861213380456656	0.19639721280350353
28	Netherlandic	prullenbakken	prYl@bAk@	0.5649999999999977	prul	en	bak	pr}l	@	bAk@	prYl	@	bAk@	0.2430000000000092	0.2719999999999913	0.0499999999999971	34.77246207701275	1.0	77.0	77.0	0.0	0.0138888888888888	4.0	4.0	0.0	1.0	1.0	0.9786058682293114	0.7369655941662062
29	Netherlandic	mensenkennis	mEns@kEn@s	0.5840000000000032	mens	en	kennis	mEns	@	kEn@s	mEns	@	kEn@s	0.2520000000000095	0.2819999999999822	0.0500000000000113	36.11317944899508	64.0	673.0	673.0	0.0	0.9142857142857144	39.0	39.0	0.0	1.0	1.0	0.5470703383426312	0.9916847317879962
30	Netherlandic	gezichtsbedrog	x@zIGdzb@drOx	0.7210000000000036	gezicht	s	bedrog	x@zIGd	z	b@drOx	x@zIGd	z	b@drOx	0.3139999999999929	0.3760000000000048	0.0310000000000059	34.34835566382469	15.0	190.0	190.0	0.0	0.9375	20.0	20.0	0.0	1.0	1.0	0.3372900666170139	-0.0
31	Netherlandic	zonnestralen	zOn@stral@	0.8250000000000455	zon	e	straal	zOn	@	stral@	zOn	@	stral@	0.2340000000000373	0.5300000000000296	0.0609999999999786	25.933314334568145	42.0	913.0	2052.0	1139.0	0.5384615384615384	53.0	60.0	7.0	2.0	0.8833333333333333	0.9957274520849256	1.2089468902714964
32	Netherlandic	trappenhuis	trAp@hY+s	0.6580000000000155	trap	en	huis	trAp	@	hLs	trAp	@	hY+s	0.2740000000000009	0.2830000000000154	0.100999999999999	20.77238150965473	81.0	87.0	87.0	0.0	0.012855102364704	2.0	2.0	0.0	1.0	1.0	1.559544612019533	2.0406419844973462
33	Netherlandic	kabinetsvergadering	kabinEtsf@rGad@rIN	1.1680000000000064	kabinet	s	vergadering	kabinEt	s	f@rGad@rIN	kabinEt	s	f@rGad@rIN	0.50100000000009	0.6059999999999945	0.0609999999999217	41.46981627296648	3.0	21.0	21.0	0.0	0.0545454545454545	6.0	6.0	0.0	1.0	1.0	2.7203617182178603	0.46566357234881184
34	Netherlandic	vossebessen	vOs@bEs@	0.7289999999999992	vos	e	bes	vOs	@	bEs@	vOs	@	bEs@	0.304000000000002	0.3539999999999992	0.0709999999999979	21.67498865183839												0.5849625007211563
35	Netherlandic	zonneschijn	zOn@sxE+n	0.8300000000000125	zon	e	schijn	zOn	@	sxKn	zOn	@	sxE+n	0.304000000000002	0.4639999999999986	0.0620000000000118	17.23009814612865	137.0	913.0	2052.0	1139.0	0.7098445595854922	53.0	60.0	7.0	2.0	0.8833333333333333	0.8689219543622877	1.2089468902714964
36	Netherlandic	bloedsomloop	blutsOmlop	0.7460000000000093	bloed	s	omloop	blut	s	Omlop	blut	s	Omlop	0.2420000000000186	0.4130000000000109	0.0909999999999797	29.304029304029427	62.0	62.0	62.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	-0.0	1.4088055455673292
37	Netherlandic	ambachtslieden	AmbAxtslid@	0.715999999999994	ambacht	s	man	AmbAxt	s	lid@	AmbAxt	s	lid@	0.4230000000000018	0.2419999999999902	0.0510000000000019	24.65820312499998	2.0	9.0	9.0	0.0	0.0037174721189591	3.0	3.0	0.0	1.0	1.0	2.6576400996739986	0.4150374992788438
38	Netherlandic	kleurenspel	klE+r@spEl	0.6469999999999985	kleur	en	spel	kl|r	@	spEl	klE+r	@	spEl	0.3230000000000004	0.2730000000000032	0.0509999999999948	28.81040892193309												1.3219280948873622
39	Netherlandic	ogenblik	oG@blIk	0.4440000000000026	oog	en	blik	oG	@	blIk	oG	@	blIk	0.1820000000000021	0.2220000000000084	0.039999999999992	23.012869038607104	839.0	912.0	912.0	0.0	0.9311875693673696	3.0	3.0	0.0	1.0	1.0	0.411183829708904	1.5999128421871278
40	Netherlandic	zuilengalerij	zY+l@GAl@rE+	0.8870000000000005	zuil	en	galerij	zLl	@	GAl@rK	zY+l	@	GAl@rE+	0.309999999999988	0.527000000000001	0.0500000000000113	29.8335256304599	1.0	5.0	5.0	0.0	0.25	4.0	4.0	0.0	1.0	1.0	1.5	0.523561956057013
41	Netherlandic	zuilengalerij	zY+l@GAl@rE+	0.8909999999999911	zuil	en	galerij	zLl	@	GAl@rK	zY+l	@	GAl@rE+	0.3139999999999929	0.5360000000000014	0.0409999999999968	36.65555892153906	1.0	5.0	5.0	0.0	0.25	4.0	4.0	0.0	1.0	1.0	1.5	0.523561956057013
42	Netherlandic	ambachtsman	AmbAxtsmAn	0.6920000000000073	ambacht	s	man	AmbAxt	s	mAn	AmbAxt	s	mAn	0.4069999999999822	0.2239999999999895	0.0610000000000354	33.54297693920242	6.0	9.0	9.0	0.0	0.0111524163568773	3.0	3.0	0.0	1.0	1.0	2.6576400996739986	0.4150374992788438
43	Netherlandic	nieuwjaarsdag	niwjarzdAx	0.7889999999999873	nieuwjaar	s	dag	niwjar	z	dAx	niwjar	z	dAx	0.4449999999999932	0.2629999999999768	0.0810000000000172	26.11097162942503	21.0	27.0	27.0	0.0	0.0729166666666666	3.0	3.0	0.0	1.0	1.0	2.0253006204436854	2.2854022188622487
44	Netherlandic	verdedigingslinie	v@rded@GINslini	0.8900000000000432	verdediging	s	linie	v@rded@GIN	s	lini	v@rded@GIN	s	lini	0.55600000000004	0.242999999999995	0.0910000000000081	28.82420091324201	22.0	64.0	64.0	0.0	0.7096774193548387	12.0	12.0	0.0	1.0	1.0	1.507022661606746	0.0995356735509144
45	Netherlandic	pannendak	pAn@dAk	0.4389999999999929	pan	en	dak	pAn	@	dAk	pAn	@	dAk	0.1659999999999968	0.2019999999999981	0.0709999999999979	27.124052652572743												2.630050390249694
46	Netherlandic	bejaardenhuis	b@jard@hY+s	0.8940000000000055	bejaarde	en	huis	b@jard	@	hLs	b@jard	@	hY+s	0.4370000000000118	0.4169999999999731	0.0400000000000204	21.332400769365297	32.0	110.0	110.0	0.0	0.0050785589588954	8.0	8.0	0.0	1.0	1.0	1.559544612019533	-0.0
47	Netherlandic	zonnestralen	zOn@stral@	0.77800000000002	zon	e	straal	zOn	@	stral@	zOn	@	stral@	0.2230000000000132	0.4950000000000045	0.0600000000000022	27.53195673549667	42.0	913.0	2052.0	1139.0	0.5384615384615384	53.0	60.0	7.0	2.0	0.8833333333333333	0.9957274520849256	1.2089468902714964
48	Netherlandic	ontdekkingsreizigers	OndEkINsrE+z@G@rs	0.9810000000000016	ontdekking	s	reiziger	OndEkIN	s	rKz@G@rs	OndEkIN	s	rE+z@G@rs	0.4250000000000042	0.5050000000000026	0.0509999999999948	30.17614784868612	22.0	75.0	75.0	0.0	0.2972972972972973	4.0	4.0	0.0	1.0	1.0	1.640181161172721	0.7004397181410922
49	Netherlandic	bestaansrecht	b@stansrExt	0.8840000000000003	bestaan	s	recht	b@stan	s	rExt	b@stan	s	rExt	0.4270000000000067	0.375	0.0819999999999936	23.67567567567568	13.0	23.0	23.0	0.0	0.1780821917808219	4.0	4.0	0.0	1.0	1.0	2.948297329736657	0.43063435432986236
50	Netherlandic	opleidingsinstituut	OplE+dINsInstityt	0.9590000000000032	opleiding	s	instituut	OplKdIN	s	Instityt	OplE+dIN	s	Instityt	0.4240000000000066	0.4939999999999998	0.0409999999999968	34.799454688957425	2.0	18.0	18.0	0.0	0.2	6.0	6.0	0.0	1.0	1.0	1.570950594454669	0.1926450779423959
51	Netherlandic	onderwijzersakte	Ond@rwE+z@rsAkt@	0.8410000000000082	onderwijzer	s	akte	Ond@rwKz@r	s	Akt@	Ond@rwE+z@r	s	Akt@	0.4660000000000082	0.304000000000002	0.0709999999999979	34.799454688957425												0.7369655941662062
52	Netherlandic	warenhuis	war@hY+s	0.5060000000000002	waar	en	huis	war	@	hLs	war	@	hY+s	0.2530000000000001	0.1829999999999998	0.0700000000000002	32.03330015383224	150.0	168.0	168.0	0.0	0.0238057451198222	3.0	3.0	0.0	1.0	1.0	1.559544612019533	4.556393348524385
53	Netherlandic	sigarenwinkel	siGar@wINk@l	0.7180000000000035	sigaar	en	winkel	siGar	@	wINk@l	siGar	@	wINk@l	0.4350000000000023	0.2330000000000041	0.0499999999999971	28.3219523116534	5.0	29.0	29.0	0.0	0.045045045045045	6.0	6.0	0.0	1.0	1.0	1.936682770708932	0.7673392432097249
54	Netherlandic	tabakspotten	tabAkspOt@	0.7419999999999902	tabak	s	pot	tabAk	s	pOt@	tabAk	s	pOt@	0.2980000000000018	0.3629999999999995	0.0809999999999888	30.502043199065948												0.07907157099119883
55	Netherlandic	sigarenkistjes	siGar@kIstj@s	1.0150000000000148	sigaar	en	kist	siGar	@	kIstj@s	siGar	@	kIstj@s	0.3910000000000195	0.5529999999999973	0.0709999999999979	29.24650626710848												0.7673392432097249
56	Netherlandic	warenhuizen	war@hY+z@	0.7669999999999959	waar	en	huis	war	@	hLz@	war	@	hY+z@	0.2420000000000186	0.4639999999999986	0.0609999999999786	44.91907959925136	16.0	168.0	168.0	0.0	0.0025392794794477	3.0	3.0	0.0	1.0	1.0	1.559544612019533	4.556393348524385
57	Netherlandic	sigarenwinkel	siGar@wINk@l	0.9360000000000356	sigaar	en	winkel	siGar	@	wINk@l	siGar	@	wINk@l	0.4680000000000177	0.3969999999999913	0.0710000000000263	25.6569740320323	5.0	29.0	29.0	0.0	0.045045045045045	6.0	6.0	0.0	1.0	1.0	1.936682770708932	0.7673392432097249
58	Netherlandic	tabakspotten	tabAkspOt@	0.7110000000000127	tabak	s	pot	tabAk	s	pOt@	tabAk	s	pOt@	0.3039999999999736	0.3460000000000036	0.0610000000000354	29.748813520083505												0.07907157099119883
59	Netherlandic	sigarenwinkel	siGar@wINk@l	0.8999999999999773	sigaar	en	winkel	siGar	@	wINk@l	siGar	@	wINk@l	0.4350000000000023	0.4049999999999727	0.0600000000000022	30.26905829596399	5.0	29.0	29.0	0.0	0.045045045045045	6.0	6.0	0.0	1.0	1.0	1.936682770708932	0.7673392432097249
60	Netherlandic	tabaksbladeren	tabAgzblad@r@	0.9019999999999868	tabak	s	blad	tabAg	z	blad@r@	tabAg	z	blad@r@	0.2939999999999827	0.5380000000000109	0.0699999999999931	29.152323580034448	1.0	45.0	45.0	0.0	0.0714285714285714	18.0	18.0	0.0	1.0	1.0	2.549523459597832	-0.0
61	Netherlandic	bakkerswagen	bAk@rswaG@	0.7490000000000023	bakker	s	wagen	bAk@r	s	waG@	bAk@r	s	waG@	0.3240000000000016	0.3540000000000027	0.0709999999999979	31.220989886158208	1.0	11.0	11.0	0.0	0.0625	6.0	6.0	0.0	1.0	1.0	2.1800365325772657	0.5305147166987799
62	Netherlandic	mensenkennis	mEns@kEn@s	0.7779999999999916	mens	en	kennis	mEns	@	kEn@s	mEns	@	kEn@s	0.2529999999999859	0.4650000000000034	0.0600000000000022	25.768792710706148	64.0	673.0	673.0	0.0	0.9142857142857144	39.0	39.0	0.0	1.0	1.0	0.5470703383426312	0.9916847317879962
63	Netherlandic	afscheidsfeest	AfsxE+tsfest	0.8199999999999932	afscheid	s	feest	AfsxKt	s	fest	AfsxE+t	s	fest	0.4559999999999604	0.2930000000000063	0.0710000000000263	50.607859768164616	49.0	238.0	238.0	0.0	0.3828125	14.0	14.0	0.0	1.0	1.0	2.42939347882605	0.10309349296410361
64	Netherlandic	tomatensaus	tomat@sA+s	0.8090000000000259	tomaat	en	saus	tomat	@	sMs	tomat	@	sA+s	0.3849999999999909	0.3740000000000236	0.0500000000000113	23.5921467237618	27.0	81.0	81.0	0.0	1.0	5.0	5.0	0.0	1.0	1.0	-0.0	0.8073549220576043
65	Netherlandic	tropenjaren	trop@jar@	0.51400000000001	troop	en	jaar	trop	@	jar@	trop	@	jar@	0.29200000000003	0.1309999999999718	0.0910000000000081	24.31906614786012												0.7004397181410922
66	Netherlandic	ziekenhuis	sik@hY+s	0.77699999999993	ziek	en	huis	zik	@	hLs	sik	@	hY+s	0.2559999999999718	0.4599999999999227	0.0610000000000354	24.20135527589509	4808.0	5684.0	5684.0	0.0	0.7630534835740359	17.0	17.0	0.0	1.0	1.0	1.559544612019533	0.6951454184715791
67	Netherlandic	ogenblik	oG@blIk	0.5859999999999985	oog	en	blik	oG	@	blIk	oG	@	blIk	0.2530000000000001	0.2730000000000103	0.059999999999988	31.6490838423098	839.0	912.0	912.0	0.0	0.9311875693673696	3.0	3.0	0.0	1.0	1.0	0.411183829708904	1.5999128421871278
68	Netherlandic	pannendak	pAn@dAk	0.59699999999998	pan	en	dak	pAn	@	dAk	pAn	@	dAk	0.211999999999989	0.304000000000002	0.0809999999999888	27.57450418920352												2.630050390249694
69	Netherlandic	kleurenplaten	klE+r@plat@	0.7680000000000007	kleur	en	plaat	kl|r	@	plat@	klE+r	@	plat@	0.3129999999999882	0.4039999999999963	0.0510000000000161	24.018595041322403												1.3219280948873622
70	Netherlandic	bijenwas	bE+j@wAs	0.5559999999999832	bij	en	was	bK	j	@wAs	bE+j	@	wAs	0.2729999999999677	0.2319999999999709	0.0510000000000445	27.70745428973272	5.0	78.0	78.0	0.0	1.0	11.0	11.0	0.0	1.0	1.0	-0.0	4.4125698468052095
71	Netherlandic	knoopsgaten	knopsxat@	0.7079999999999984	knoop	s	gat	knop	s	xat@	knop	s	xat@	0.314	0.3339999999999961	0.0600000000000022	26.071586389748123	3.0	8.0	9.0	1.0	0.375	2.0	3.0	1.0	2.0	0.6666666666666666	0.954434002924965	2.680721483526587
72	Netherlandic	geluidsgolven	x@lY+tsxOlv@	0.8659999999999854	geluid	s	golf	x@lLt	s	xOlv@	x@lY+t	s	xOlv@	0.40300000000002	0.40300000000002	0.0599999999999454	30.41988003427588	18.0	129.0	129.0	0.0	0.9	33.0	33.0	0.0	1.0	1.0	0.4689955935892812	0.21956637725768463
73	Netherlandic	huwelijksreis	hyw@l@ksrE+s	0.7789999999999999	huwelijk	s	reis	hyw@l@k	s	rKs	hyw@l@k	s	rE+s	0.3540000000000001	0.3539999999999998	0.0709999999999999	23.046875	535.0	1005.0	1005.0	0.0	0.9605026929982048	33.0	33.0	0.0	1.0	1.0	0.2777722632730405	0.1627295000381085
74	Netherlandic	doodsangst	dotsANst	0.6690000000000111	dood	s	angst	dot	s	ANst	dot	s	ANst	0.2830000000000012	0.2940000000000111	0.0919999999999987	23.361710552365924	52.0	1456.0	1553.0	97.0	0.6341463414634146	41.0	45.0	4.0	3.0	0.9111111111111112	1.7029026593800571	1.1770544655004174
75	Netherlandic	gezichtsvermogen	x@zIxtsf@rmoG@	0.8499999999999659	gezicht	s	vermogen	x@zIxt	s	f@rmoG@	x@zIxt	s	f@rmoG@	0.375	0.4350000000000023	0.0399999999999636	33.36653386454167	44.0	190.0	190.0	0.0	0.2085308056872037	20.0	20.0	0.0	1.0	1.0	2.4671724736191414	0.15200309344504997
76	Netherlandic	huwelijksbed	hyw@l@gzbEt	0.6789999999999736	huwelijk	s	bed	hyw@l@g	z	bEt	hyw@l@g	z	bEt	0.3549999999999045	0.2740000000000009	0.0500000000000682	26.15518744551001	13.0	1005.0	1005.0	0.0	0.2096774193548387	33.0	33.0	0.0	1.0	1.0	2.573831114525482	-0.0
77	Netherlandic	godsdienst	xOdzdinst	0.7189999999999941	God	s	dienst	xOd	z	dinst	xOd	z	dinst	0.242999999999995	0.414999999999992	0.061000000000007	24.914765276685102	176.0	2879.0	2879.0	0.0	0.3060869565217391	16.0	16.0	0.0	1.0	1.0	3.1512817715415244	0.6458914993634878
78	Netherlandic	ogenblik	oG@blIk	0.6140000000000327	oog	en	blik	oG	@	blIk	oG	@	blIk	0.2320000000000845	0.3220000000000027	0.0599999999999454	18.23081800887764	839.0	912.0	912.0	0.0	0.9311875693673696	3.0	3.0	0.0	1.0	1.0	0.411183829708904	1.5999128421871278
79	Netherlandic	rechtenstudie	rExt@stydi	0.7379999999999995	recht	en	studie	rExt	@	stydi	rExt	@	stydi	0.282999999999987	0.3540000000000134	0.100999999999999	31.52585119798247	37.0	65.0	1379.0	1314.0	0.6271186440677966	4.0	46.0	42.0	2.0	0.0869565217391304	1.6400447894023775	2.716207033999409
80	Netherlandic	advocatenkantoor	Atfokat@kAntor	1.0509999999999875	advocaat	en	kantoor	Atfokat	@	kAntor	Atfokat	@	kAntor	0.5149999999999864	0.4749999999999659	0.0610000000000354	28.464123344534663	113.0	131.0	131.0	0.0	0.9495798319327732	6.0	6.0	0.0	1.0	1.0	0.2881791266924549	0.523561956057013
81	Netherlandic	bedrijfsleven	b@drE+fslev@	0.8199999999999932	bedrijf	s	leven	b@drKf	s	lev@	b@drE+f	s	lev@	0.3840000000000145	0.3550000000000182	0.0809999999999604	32.05791106515046	43.0	260.0	260.0	0.0	0.4343434343434343	43.0	43.0	0.0	1.0	1.0	2.1300969855253182	0.047305714778356635
82	Netherlandic	bedrijfsleven	b@drE+fslev@	0.9459999999999696	bedrijf	s	leven	b@drKf	s	lev@	b@drE+f	s	lev@	0.412999999999954	0.47199999999998	0.0610000000000354	39.55876759224039	43.0	260.0	260.0	0.0	0.4343434343434343	43.0	43.0	0.0	1.0	1.0	2.1300969855253182	0.047305714778356635
83	Netherlandic	makelaarskantoor	mak@larskAntor	1.072999999999979	makelaar	s	kantoor	mak@lar	s	kAntor	mak@lar	s	kAntor	0.4759999999999991	0.4660000000000082	0.1309999999999718	36.89700130378098	7.0	7.0	7.0	0.0	0.4375	1.0	1.0	0.0	1.0	1.0	2.0524212838293647	0.7104933828050151
84	Netherlandic	lippenstift	lIp@stIft	0.7250000000000227	lip	en	stift	lIp	@	stIft	lIp	@	stIft	0.211999999999989	0.4529999999999745	0.0600000000000591	16.98740793537656	283.0	292.0	292.0	0.0	0.9964788732394366	5.0	5.0	0.0	1.0	1.0	0.0337672507672781	1.4854268271702415
85	Netherlandic	kousenvoeten	kA+s@vut@	0.8170000000000073	kous	en	voet	kMs	@	vut@	kA+s	@	vut@	0.33299999999997	0.4139999999999872	0.07000000000005	21.264626462646184	2.0	2.0	3.0	1.0	1.0	1.0	2.0	1.0	2.0	0.5	-0.0	0.6100534816839867
86	Netherlandic	prullenbak	prYl@bAk	0.6440000000000055	prul	en	bak	pr}l	@	bAk	prYl	@	bAk	0.2989999999999781	0.2939999999999827	0.0510000000000445	20.79765108881826	61.0	77.0	77.0	0.0	0.8472222222222222	4.0	4.0	0.0	1.0	1.0	0.9786058682293114	0.7369655941662062
87	Netherlandic	bedrijfsanalyse	b@drE+fsanaliz@	1.0309999999999988	bedrijf	s	analyse	b@drKf	s	anal!z@	b@drE+f	s	analiz@	0.3739999999999952	0.5760000000000005	0.081000000000003	43.4545256032318												0.047305714778356635
88	Netherlandic	bestaansreden	b@stansred@	0.820999999999998	bestaan	s	reden	b@stan	s	red@	b@stan	s	red@	0.4660000000000082	0.2939999999999827	0.061000000000007	27.175104098180924	7.0	23.0	23.0	0.0	0.1166666666666666	4.0	4.0	0.0	1.0	1.0	1.278955780618731	0.43063435432986236
89	Netherlandic	ogenblikken	oG@blIk@	0.5900000000000318	oog	en	blik	oG	@	blIk@	oG	@	blIk@	0.2060000000000172	0.3230000000000359	0.0609999999999786	24.89968103714376	54.0	912.0	912.0	0.0	0.0599334073251942	3.0	3.0	0.0	1.0	1.0	0.411183829708904	1.5999128421871278
